735	8160812	2977	719
736	8177177	2585	695
737	8191666	2260	668
738	8204390	2508	712
739	8218488	2606	658
740	8232998	2970	788
741	8249466	2851	737
742	8265274	61	33
743	8265749	4	3
744	8265788	2257	1514
745	8279364	3376	1407
746	8298866	4793	1407
747	8325379	1257	554
748	8332997	8	1
749	8333044	1311	723
750	8340329	1547	650
751	8349109	1304	586
752	8356573	475	243
753	8359474	1989	918
754	8371489	4613	953
755	8397042	1084	566
756	8403826	157	82
757	8404813	32	13
758	8405039	33	25
759	8405282	343	101
760	8407217	45	16
761	8407500	278	93
762	8409103	45	38
763	8409442	188	86
764	8410604	12	10
765	8410702	2884	253
766	8424894	6674	905
767	8461059	415	191
768	8463633	16	10
769	8463751	1825	705
770	8474433	1834	700
771	8484839	910	349
772	8490403	227	118
773	8491841	679	335
774	8496118	1859	861
775	8506914	3153	237
776	8523169	4434	426
777	8544856	35	27
778	8545114	242	95
779	8546628	13	11
780	8546736	308	184
781	8548718	156	102
782	8549738	7	3
783	8549787	99	68
784	8550485	2538	433
785	8564506	262	82
786	8566008	513	181
787	8569344	5	5
788	8569390	13	9
789	8569484	1111	358
790	8575742	722	181
791	8579703	132	10
792	8580548	7011	952
793	8616554	162	119
794	8617661	464	175
795	8620464	1691	100
796	8628649	4183	462
797	8649175	260	159
798	8650825	171	91
799	8652017	6	5
800	8652068	84	42
801	8652592	2628	723
802	8667385	1	1
803	8667396	102	25
804	8667973	3171	1182
805	8686883	434	168
806	8689526	238	103
807	8690945	116	56
808	8691728	194	114
809	8692985	400	196
810	8695481	10	8
811	8695560	500	250
812	8698701	902	382
813	8704333	152	104
814	8705368	5	5
815	8705417	447	31
816	8707909	3434	1311
817	8728343	1073	468
818	8734790	1658	686
819	8744176	554	169
820	8747308	6538	1419
821	8782779	2653	694
822	8797340	392	194
823	8799854	2366	724
824	8813636	547	271
825	8816857	183	98
826	8818008	176	84
827	8819043	28	14
828	8819231	83	53
829	8819758	1083	411
830	8826350	236	92
831	8827699	139	81
832	8828575	358	91
833	8830514	45	25
834	8830803	190	83
835	8831940	195	96
836	8833107	25	14
837	8833268	343	114
838	8835201	116	74
839	8835919	148	73
840	8836780	60	36
841	8837157	18	7
842	8837273	217	97
843	8838587	217	110
844	8839898	161	94
845	8840933	358	101
846	8843056	25	14
847	8843230	12	1
848	8843304	80	53
849	8843833	1525	480
850	8852705	240	97
851	8854138	90	59
852	8854732	77	52
853	8855247	12	1
854	8855321	71	47
855	8855797	39	24
856	8856066	353	100
857	8857970	176	71
858	8858996	215	95
859	8860300	407	113
860	8862564	98	67
861	8863274	28	16
862	8863471	209	89
863	8864734	277	124
864	8866434	1464	463
865	8874912	94	62
866	8875535	146	80
867	8876468	390	265
868	8879021	24	11
869	8879181	19	8
870	8879310	205	81
871	8880525	195	93
872	8881734	70	43
873	8882198	590	158
874	8885458	208	88
875	8886709	1376	513
876	8894593	80	33
877	8895100	1149	172
878	8900911	808	239
879	8905419	117	40
880	8906090	228	74
881	8907406	2285	503
882	8920296	82	58
883	8920891	1208	348
884	8928106	1433	546
885	8936560	467	198
886	8939352	1318	622
887	8947485	310	132
888	8949452	3292	809
889	8966641	1765	565
890	8976729	50	35
891	8977091	2378	987
892	8990858	3232	1020
893	9009199	4	4
894	9009239	1112	385
895	9015861	12	11
896	9015963	3	2
897	9015987	3449	860
898	9035749	6	6
899	9035805	141	35
900	9036592	1218	442
901	9043831	140	79
902	9044702	3938	964
903	9066918	1492	504
904	9075495	102	83
905	9076225	577	329
906	9079877	367	206
907	9082231	34	19
908	9082476	10	10
909	9082561	1537	259
910	9090533	1108	558
911	9097472	4501	1836
912	9121273	2141	1010
913	9134164	4	3
914	9134197	12	7
915	9134288	3	3
916	9134318	698	418
917	9138564	394	304
918	9141088	938	465
919	9146712	1830	436
920	9156659	1780	597
921	9166710	3543	1130
922	9187543	2325	964
923	9200753	116	88
924	9201585	3037	917
925	9219195	120	77
926	9219947	780	396
927	9224847	164	125
928	9226007	3156	1010
929	9244188	4	4
930	9244226	6	5
931	9244277	25	12
932	9244428	2836	618
933	9259395	246	101
934	9260917	61	23
935	9261329	22	9
936	9261468	194	80
937	9262608	7284	748
938	9297231	1024	365
939	9303520	50	32
940	9303892	391	216
941	9306416	311	116
942	9308238	101	66
943	9308935	3341	932
944	9327805	586	248
945	9331541	2482	883
946	9346112	98	73
947	9346798	24	16
948	9346965	394	181
949	9349582	4807	734
950	9375685	1607	651
951	9385274	342	152
952	9387378	4913	1257
953	9414295	3315	1126
954	9434093	5148	906
955	9462432	7903	459
956	9497925	11	5
957	9498006	577	186
958	9501600	616	224
959	9505385	765	228
960	9509902	2073	543
961	9521637	1992	465
962	9532451	1827	488
963	9542666	2897	630
964	9558388	3757	590
965	9577592	113	13
966	9578153	17	10
967	9578277	26	20
968	9578473	10	4
969	9578537	12	6
970	9578617	6	2
971	9578655	3	2
972	9578679	7428	1375
973	9618979	7605	825
974	9655106	56	42
975	9655511	12	8
976	9655602	10	6
977	9655675	12	8
978	9655767	9	5
979	9655831	6	2
980	9655868	14	7
981	9655958	6	2
982	9655995	4	2
983	9656024	2	1
984	9656040	4	2
985	9656069	4	3
986	9656104	4	3
987	9656138	576	328
988	9659443	417	249
989	9662003	424	239
990	9664762	12	7
991	9664861	170	109
992	9666026	5483	111
993	9688437	1	1
994	9688449	42	28
995	9688755	302	110
996	9690587	12	6
997	9690678	1	1
998	9690690	2805	527
999	9706092	27	19
1000	9706291	1369	560
1001	9714409	1999	817
1002	9726250	535	257
1003	9729718	172	127
1004	9730904	347	171
1005	9733035	1039	287
1006	9739170	1286	428
1007	9746658	7762	342
1008	9779865	1818	453
1009	9789927	3003	1262
1010	9808049	297	128
1011	9809914	2539	786
1012	9824136	1056	506
1013	9830000	2168	688
1014	9842216	97	66
1015	9842858	729	357
1016	9847340	88	86
1017	9847948	73	36
1018	9848419	1494	440
1019	9856828	10	2
1020	9856904	6188	945
1021	9890197	433	114
1022	9892520	344	84
1023	9894480	2870	782
1024	9910980	119	52
1025	9911713	116	70
1026	9912498	23	12
1027	9912654	113	44
1028	9913350	99	65
1029	9914052	68	50
1030	9914544	68	54
1031	9915011	44	42
1032	9915334	380	233
1033	9917809	9	7
1034	9917885	259	85
1035	9919400	7	5
1036	9919460	957	252
1037	9925125	7	5
1038	9925185	876	298
1039	9929889	960	296
1040	9935308	74	35
1041	9935815	94	52
1042	9936486	38	29
1043	9936755	158	86
1044	9937775	1605	368
1045	9946048	1084	419
1046	9952278	512	246
1047	9955352	797	360
1048	9960016	1200	586
1049	9967092	421	233
1050	9969795	1073	519
1051	9976608	80	14
1052	9977062	174	49
1053	9978033	1133	504
1054	9984902	1550	675
1055	9994398	5424	985
1056	10023352	1171	557
1057	10030727	345	195
1058	10032972	277	102
1059	10034611	873	401
1060	10040226	73	59
1061	10040745	5908	1304
1062	10074641	2176	876
1063	10088063	4517	1370
1064	10114908	1240	478
1065	10122418	118	70
1066	10123214	240	173
1067	10124869	2831	927
1068	10141620	77	70
1069	10142212	12	12
1070	10142310	873	503
1071	10147951	14	10
1072	10148060	137	72
1073	10148932	687	369
1074	10153384	906	509
1075	10159169	1907	474
1076	10170448	1607	641
1077	10180209	137	100
1078	10181083	23	21
1079	10181269	465	297
1080	10184297	5	5
1081	10184342	26	23
1082	10184545	43	36
1083	10184857	546	331
1084	10188342	30	24
1085	10188568	807	331
1086	10193487	132	13
1087	10194107	736	381
1088	10198779	58	37
1089	10199171	4073	983
1090	10222166	4548	249
1091	10241839	2929	496
1092	10256912	917	477
1093	10262777	2033	857
1094	10275055	2315	173
1095	10286086	714	262
1096	10290328	6922	724
1097	10323900	1528	730
1098	10333400	453	320
1099	10336349	7	7
1100	10336413	4	3
1101	10336451	5	4
1102	10336498	662	155
1103	10339813	488	212
1104	10342901	6283	1143
1105	10378142	331	178
1106	10380282	103	64
1107	10380952	2326	631
1108	10394558	755	266
1109	10398974	1550	679
1110	10408114	388	106
1111	10410149	110	97
1112	10410986	565	237
1113	10414363	1573	621
1114	10424157	6	4
1115	10424206	128	73
1116	10425113	310	136
1117	10427126	1114	483
1118	10433848	299	177
1119	10435911	673	338
1120	10439992	298	212
1121	10442025	935	419
1122	10448053	120	78
1123	10448856	4393	1298
1124	10473160	371	177
1125	10475670	481	280
1126	10478818	60	47
1127	10479258	19	14
1128	10479409	1564	628
1129	10488795	114	56
1130	10489564	56	42
1131	10489949	829	433
1132	10495069	1514	447
1133	10503663	167	93
1134	10504719	738	274
1135	10509170	61	33
1136	10509578	23	11
1137	10509752	2424	485
1138	10523095	1	1
1139	10523108	3816	640
1140	10544046	828	386
1141	10549192	258	187
1142	10550958	2194	496
1143	10563879	202	123
1144	10565176	53	42
1145	10565567	1708	308
1146	10573915	349	264
1147	10576140	48	31
1148	10576491	3232	587
1149	10592801	2	2
1150	10592823	2086	401
1151	10603888	223	133
1152	10605338	14	10
1153	10605458	51	36
1154	10605827	1	1
1155	10605840	144	88
1156	10606824	286	170
1157	10608660	243	112
1158	10610072	15	11
1159	10610191	4	3
1160	10610229	6	5
1161	10610283	10	7
1162	10610360	35	26
1163	10610611	1	1
1164	10610624	2348	578
1165	10622992	263	116
1166	10624649	1531	215
1167	10631761	1466	304
1168	10639673	2797	579
1169	10655862	391	172
1170	10658382	1992	937
1171	10670243	50	34
1172	10670612	231	112
1173	10672070	1393	583
1174	10680708	2144	38
1175	10689519	9535	900
1176	10737383	105	67
1177	10738152	3547	889
1178	10758469	406	177
1179	10760985	680	184
1180	10764878	153	63
1181	10765833	40	35
1182	10766125	1683	303
1183	10775630	159	52
1184	10776595	359	246
1185	10779006	14433	570
1186	10851340	1295	700
1187	10859439	51	32
1188	10859778	59	6
1189	10860147	276	192
1190	10861995	62	56
1191	10862459	17226	1395
1192	10945708	496	279
1193	10948946	104	72
1194	10949683	96	66
1195	10950394	871	479
1196	10955960	48	37
1197	10956321	1651	625
1198	10966313	54	48
1199	10966706	670	191
1200	10970654	1254	331
1201	10977689	535	273
1202	10981192	5470	705
1203	11009984	2	2
1204	11010008	4	3
1205	11010044	36	26
1206	11010314	162	28
1207	11011235	1272	484
1208	11018995	7686	1184
1209	11060245	3522	339
1210	11078344	996	350
1211	11084502	12	8
1212	11084595	7	4
1213	11084651	187	81
1214	11085860	491	198
1215	11088896	3238	875
1216	11107575	7	7
1217	11107638	76	40
1218	11108129	72	43
1219	11108652	146	91
1220	11109602	727	344
1221	11114299	1123	435
1222	11121313	114	77
1223	11122108	759	490
1224	11126904	49	25
1225	11127261	786	414
1226	11132320	56	33
1227	11132703	2752	1140
1228	11148511	23869	208
1229	11246024	3475	978
1230	11266297	954	539
1231	11272380	320	179
1232	11274536	2014	389
1233	11285930	318	196
1234	11287982	45	29
1235	11288315	118	40
1236	11289053	5	5
1237	11289104	313	118
1238	11290963	19	14
1239	11291116	539	312
1240	11294694	2135	451
1241	11306994	10	9
1242	11307077	136	107
1243	11308007	12	7
1244	11308097	1145	578
1245	11315187	196	55
1246	11316344	61	42
1247	11316770	2617	814
1248	11331628	110	44
1249	11332291	67	46
1250	11332771	48	40
1251	11333124	57	37
1252	11333540	32	25
1253	11333785	3020	587
1254	11350822	151	145
1255	11351904	354	113
1256	11354098	909	460
1257	11359944	1357	472
1258	11367989	315	197
1259	11370103	682	388
1260	11374494	497	232
1261	11377494	140	98
1262	11378437	457	121
1263	11380937	1104	424
1264	11387690	327	184
1265	11389755	485	267
1266	11392762	377	202
1267	11395116	283	178
1268	11396947	131	71
1269	11397757	341	194
1270	11399984	3153	979
1271	11418002	186	136
1272	11419269	830	414
1273	11424193	13	9
1274	11424295	808	545
1275	11429391	13	10
1276	11429496	28	22
1277	11429703	2858	721
1278	11445826	223	137
1279	11447314	1351	619
1280	11455609	524	249
1281	11458943	366	200
1282	11461381	1509	702
1283	11470588	468	160
1284	11473248	215	42
1285	11474316	2	2
1286	11474340	297	183
1287	11476361	1098	379
1288	11482748	88	78
1289	11483379	116	61
1290	11484152	721	305
1291	11488521	78	38
1292	11489058	70	36
1293	11489544	56	34
1294	11489920	233	155
1295	11491470	22	17
1296	11491648	35	27
1297	11491904	568	135
1298	11494999	93	60
1299	11495698	17	13
1300	11495827	1	1
1301	11495840	4	4
1302	11495877	213	101
1303	11497274	103	34
1304	11497933	507	50
1305	11500609	19	8
1306	11500740	38	32
1307	11501019	3	2
1308	11501048	46	27
1309	11501369	54	29
1310	11501753	20	15
1311	11501907	46	25
1312	11502246	4	4
1313	11502284	4	4
1314	11502322	4	4
1315	11502360	3	3
1316	11502392	333	119
1317	11504449	17	16
1318	11504596	1114	365
1319	11511294	4	4
